0,100,100000000,105,100
0,100,100000000,91,100
0,100,100000000,95,100
0,100,100000000,90,100
0,100,100000000,94,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,93,100
0,100,100000000,92,100
0,100,100000000,90,100
0,100,100000000,104,100
0,100,100000000,93,100
0,100,100000000,92,100
0,100,100000000,95,100
0,100,100000000,95,100
0,100,100000000,90,100
0,100,100000000,91,100
0,100,100000000,98,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,95,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,92,100
0,100,100000000,90,100
0,100,100000000,93,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,92,100
0,100,100000000,93,100
0,100,100000000,93,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,96,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,98,100
0,100,100000000,94,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,92,100
0,100,100000000,93,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,93,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,90,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,94,100
0,100,100000000,94,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,90,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,92,100
0,100,100000000,90,100
0,100,100000000,90,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,92,100
0,100,100000000,90,100
0,100,100000000,90,100
0,100,100000000,92,100
0,100,100000000,91,100
0,100,100000000,91,100
0,100,100000000,92,100
0,100,100000000,91,100
