0,100,100000000,644
0,100,100000000,633
0,100,100000000,632
0,100,100000000,631
0,100,100000000,634
0,100,100000000,633
0,100,100000000,633
0,100,100000000,628
0,100,100000000,628
0,100,100000000,627
0,100,100000000,629
0,100,100000000,629
0,100,100000000,629
0,100,100000000,628
0,100,100000000,629
0,100,100000000,631
0,100,100000000,628
0,100,100000000,627
0,100,100000000,628
0,100,100000000,627
0,100,100000000,629
0,100,100000000,639
0,100,100000000,628
0,100,100000000,631
0,100,100000000,628
0,100,100000000,628
0,100,100000000,631
0,100,100000000,630
0,100,100000000,629
0,100,100000000,628
0,100,100000000,628
0,100,100000000,631
0,100,100000000,628
0,100,100000000,627
0,100,100000000,628
0,100,100000000,628
0,100,100000000,629
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,627
0,100,100000000,629
0,100,100000000,629
0,100,100000000,629
0,100,100000000,628
0,100,100000000,630
0,100,100000000,631
0,100,100000000,628
0,100,100000000,633
0,100,100000000,628
0,100,100000000,628
0,100,100000000,629
0,100,100000000,628
0,100,100000000,629
0,100,100000000,628
0,100,100000000,628
0,100,100000000,627
0,100,100000000,629
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,630
0,100,100000000,628
0,100,100000000,627
0,100,100000000,628
0,100,100000000,627
0,100,100000000,629
0,100,100000000,628
0,100,100000000,629
0,100,100000000,630
0,100,100000000,628
0,100,100000000,629
0,100,100000000,631
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,631
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,628
0,100,100000000,629
0,100,100000000,628
0,100,100000000,1074
0,100,100000000,628
0,100,100000000,628
0,100,100000000,630
0,100,100000000,629
0,100,100000000,629
0,100,100000000,628
0,100,100000000,628
0,100,100000000,630
0,100,100000000,627
0,100,100000000,627
0,100,100000000,627
0,100,100000000,628
0,100,100000000,629
